SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
439873,0,Cash loans,F,N,Y,0,135000.0,436032.0,16564.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00733,-21923,365243,-8139.0,-4591,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,,0.2575683169087555,0.6279908192952864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-2096.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
148793,0,Cash loans,F,N,Y,0,315000.0,547344.0,23139.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010147,-15256,-3291,-5209.0,-4019,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.5810649309715363,0.4471785780453068,0.0825,,0.9757,,,,0.1379,0.1667,,,,,,,0.084,,0.9757,,,,0.1379,0.1667,,,,,,,0.0833,,0.9757,,,,0.1379,0.1667,,,,,,,,block of flats,0.05,,No,0.0,0.0,0.0,0.0,-434.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
338091,0,Cash loans,M,N,Y,1,247500.0,161730.0,13095.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009549,-14789,-549,-4287.0,-4285,,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.2794189365014246,0.5543459584722935,0.816092360478441,0.0928,0.0843,0.9866,,,0.0,0.2069,0.1667,,0.0541,,0.0514,,0.0,0.0945,0.0874,0.9866,,,0.0,0.2069,0.1667,,0.0554,,0.0535,,0.0,0.0937,0.0843,0.9866,,,0.0,0.2069,0.1667,,0.0551,,0.0523,,0.0,,block of flats,0.071,Panel,No,0.0,0.0,0.0,0.0,-1050.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
325741,0,Cash loans,F,N,Y,2,360000.0,1800000.0,62698.5,1800000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15812,-658,-2122.0,-3399,,1,1,0,1,1,0,Sales staff,4.0,2,2,SATURDAY,11,0,0,0,0,0,0,Trade: type 3,0.6297721374926077,0.5213589720548013,0.6528965519806539,0.1856,0.1193,0.9901,,,0.2,0.1724,0.3333,,0.0943,,,,,0.1891,0.1238,0.9901,,,0.2014,0.1724,0.3333,,0.0965,,,,,0.1874,0.1193,0.9901,,,0.2,0.1724,0.3333,,0.096,,,,,,block of flats,0.1469,Panel,No,0.0,0.0,0.0,0.0,-463.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0
215355,0,Cash loans,F,N,N,0,67500.0,405000.0,12406.5,405000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-23660,365243,-3702.0,-4602,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,XNA,,0.6008525809508071,0.7583930617144343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152637,0,Cash loans,M,Y,N,0,247500.0,229500.0,12015.0,229500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-12996,-1259,-7133.0,-4605,0.0,1,1,1,1,1,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.5890013636244097,0.4014074137749511,0.4577,0.3609,0.9831,0.7688,0.2004,0.52,0.4483,0.3333,0.0417,0.2722,0.3522,0.4612,0.0965,0.0963,0.4664,0.3745,0.9831,0.7779,0.2023,0.5236,0.4483,0.3333,0.0417,0.2784,0.3848,0.4805,0.0973,0.1019,0.4622,0.3609,0.9831,0.7719,0.2017,0.52,0.4483,0.3333,0.0417,0.2769,0.3583,0.4695,0.097,0.0983,reg oper account,block of flats,0.4958,Panel,No,1.0,0.0,1.0,0.0,-1013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
187954,0,Cash loans,M,N,N,1,135000.0,1078200.0,34911.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-17080,-834,-1913.0,-621,,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,7,0,0,0,0,1,1,Other,,0.4931140304809437,0.5726825047161584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1420.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
373719,0,Cash loans,F,Y,N,1,126000.0,1339884.0,36846.0,1170000.0,Family,Working,Higher education,Married,House / apartment,0.018029,-17177,-7394,-1805.0,-713,24.0,1,1,1,1,0,0,Core staff,3.0,3,3,TUESDAY,9,0,0,0,1,1,0,School,,0.102976895204943,0.3927738606031339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228553,0,Cash loans,M,Y,Y,0,270000.0,913500.0,48798.0,913500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010006,-19717,-500,-6615.0,-3196,9.0,1,1,0,1,0,0,Laborers,1.0,2,1,TUESDAY,12,0,0,0,0,0,0,Construction,0.6077255289929727,0.7228798147996307,0.4014074137749511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1469.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,6.0
226321,0,Cash loans,F,N,Y,2,121500.0,1023966.0,30069.0,733500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0196889999999999,-13222,-3903,-3620.0,-3620,,1,1,0,1,0,0,Managers,3.0,2,2,THURSDAY,11,0,0,0,0,1,1,Trade: type 7,,0.5904669176238752,0.5602843280409464,0.0691,0.6743,0.9722,0.6192,0.112,0.0,0.2069,0.0833,0.0417,0.0897,0.0555,0.073,0.0039,0.0175,0.0704,0.6998,0.9722,0.6341,0.113,0.0,0.2069,0.0833,0.0417,0.0917,0.0606,0.0761,0.0039,0.0185,0.0697,0.6743,0.9722,0.6243,0.1127,0.0,0.2069,0.0833,0.0417,0.0912,0.0564,0.0743,0.0039,0.0179,reg oper account,block of flats,0.1025,Panel,No,5.0,0.0,5.0,0.0,-1000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
176860,0,Cash loans,F,N,N,0,135000.0,1288350.0,37795.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.022625,-20494,-2988,-13186.0,-3802,,1,1,0,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.6382299777071829,0.5028782772082183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,10.0,0.0,-1731.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
323486,0,Revolving loans,F,N,Y,1,148500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010032,-13432,-2594,-4290.0,-2303,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,3,0,0,0,0,0,0,Trade: type 3,,0.0100453957150126,0.4956658291397297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
232220,0,Cash loans,F,N,Y,1,99000.0,900000.0,35824.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.026392,-8755,-649,-8733.0,-1436,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 7,,0.7400816968755699,,0.0804,0.0609,0.9762,,,0.0,0.1379,0.1667,,0.0697,,0.0608,,0.0,0.0819,0.0632,0.9762,,,0.0,0.1379,0.1667,,0.0712,,0.0634,,0.0,0.0812,0.0609,0.9762,,,0.0,0.1379,0.1667,,0.0709,,0.0619,,0.0,,block of flats,0.0478,"Stone, brick",No,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
112479,0,Cash loans,F,Y,Y,0,180000.0,976077.0,52132.5,922500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Rented apartment,0.00963,-23518,365243,-3765.0,-3766,5.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,0.7095208940061271,0.7312071075540071,0.1634256947313434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
166102,0,Cash loans,F,N,N,0,72000.0,364896.0,18630.0,315000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.020713,-16408,-8075,-9696.0,-4605,,1,1,1,1,0,0,Core staff,2.0,3,3,MONDAY,11,0,0,0,0,0,0,Government,0.6183397336103265,0.3429289747610566,0.4118485559242397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1767.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
280483,0,Cash loans,F,N,Y,0,270000.0,1042560.0,58347.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-20511,-5507,-13690.0,-3848,,1,1,0,1,1,0,Accountants,2.0,1,1,THURSDAY,10,0,0,0,0,1,1,Business Entity Type 1,0.5218225407521587,0.6646024366446877,0.5513812618027899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-356.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
435663,0,Cash loans,F,Y,Y,0,135000.0,472500.0,49747.5,454500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-18989,-1578,-1022.0,-2540,4.0,1,1,0,1,1,0,Managers,2.0,3,3,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.6489482235631645,0.7807184461947843,0.8327850252992314,0.033,0.0,0.9737,0.6396,0.0157,0.0,0.069,0.125,0.1667,0.0092,0.0252,0.0238,0.0077,0.0051,0.0336,0.0,0.9737,0.6537,0.0159,0.0,0.069,0.125,0.1667,0.0094,0.0275,0.0248,0.0078,0.0054,0.0333,0.0,0.9737,0.6444,0.0158,0.0,0.069,0.125,0.1667,0.0094,0.0257,0.0242,0.0078,0.0052,reg oper account,block of flats,0.0284,"Stone, brick",No,0.0,0.0,0.0,0.0,-2031.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
369832,0,Cash loans,F,N,Y,0,90000.0,284400.0,16011.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.04622,-23873,365243,-9402.0,-3996,,1,0,0,1,0,0,,1.0,1,1,WEDNESDAY,14,0,0,0,0,0,0,XNA,0.768018318187397,0.741580588031106,0.746300213050371,0.2227,0.132,0.9831,0.7688,0.0822,0.24,0.2069,0.3333,0.375,0.1013,0.1816,0.2317,0.0,0.0,0.2269,0.1369,0.9831,0.7779,0.0829,0.2417,0.2069,0.3333,0.375,0.1036,0.1983,0.2414,0.0,0.0,0.2248,0.132,0.9831,0.7719,0.0827,0.24,0.2069,0.3333,0.375,0.103,0.1847,0.2358,0.0,0.0,reg oper account,block of flats,0.235,Panel,No,1.0,1.0,1.0,1.0,-116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
292745,0,Cash loans,F,N,N,0,180000.0,544491.0,17694.0,454500.0,Family,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.030755,-17991,-846,-8480.0,-1545,,1,1,0,1,0,0,Sales staff,1.0,2,2,MONDAY,18,0,0,0,0,1,1,Self-employed,,0.6382754180124531,0.5691487713619409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1534.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130176,0,Cash loans,F,N,Y,0,112500.0,273636.0,20043.0,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.00712,-8739,-643,-3319.0,-1409,,1,1,0,1,0,1,Sales staff,2.0,2,2,FRIDAY,13,0,0,0,1,1,0,Business Entity Type 3,,0.5081850949651039,0.3360615207658242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-1485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
272753,0,Cash loans,F,Y,Y,0,450000.0,1235587.5,40963.5,1107000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.02461,-23343,365243,-5771.0,-4019,5.0,1,0,0,1,1,0,,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,,0.7037684051708514,,0.0144,0.0386,0.9916,,,0.0,0.069,0.1667,,0.0098,,0.0381,,0.0272,0.0147,0.0401,0.9916,,,0.0,0.069,0.1667,,0.0101,,0.0397,,0.0288,0.0146,0.0386,0.9916,,,0.0,0.069,0.1667,,0.01,,0.0388,,0.0277,,block of flats,0.0359,"Stone, brick",No,4.0,0.0,4.0,0.0,-295.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
129559,0,Cash loans,F,N,N,2,180000.0,450000.0,50773.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002506,-13851,-2526,-1232.0,-4636,,1,1,1,1,0,0,Sales staff,4.0,2,2,THURSDAY,9,0,0,0,0,0,0,Self-employed,,0.4918623946121763,0.5442347412142162,0.0299,,0.9886,0.8436,0.0,0.0,0.069,0.1667,0.0417,,0.0244,0.0276,0.0,0.0,0.0305,,0.9886,0.8497,0.0,0.0,0.069,0.1667,0.0417,,0.0266,0.0287,0.0,0.0,0.0302,,0.9886,0.8457,0.0,0.0,0.069,0.1667,0.0417,,0.0248,0.0281,0.0,0.0,reg oper account,block of flats,0.0217,,No,0.0,0.0,0.0,0.0,-307.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
274360,1,Cash loans,F,N,N,0,139500.0,755190.0,32125.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.016612,-22280,365243,0.0,-1708,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,16,0,0,0,0,0,0,XNA,,0.3515282170208541,0.100151820337239,0.1649,,0.9752,,,0.0,0.2759,0.1667,,0.1406,,0.1289,,0.0596,0.1681,,0.9752,,,0.0,0.2759,0.1667,,0.1438,,0.1343,,0.0631,0.1665,,0.9752,,,0.0,0.2759,0.1667,,0.143,,0.1312,,0.0608,,block of flats,0.1039,"Stone, brick",No,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
451893,0,Cash loans,M,N,Y,0,135000.0,193500.0,10008.0,193500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008625,-20387,-967,-6142.0,-3364,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,Self-employed,,0.4383391561320005,0.3490552510751822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2383.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
256971,0,Cash loans,F,Y,Y,2,135000.0,1062027.0,31180.5,886500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,-11548,-287,-179.0,-2088,14.0,1,1,0,1,0,0,Sales staff,4.0,2,2,SATURDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.4429258612870385,0.5849900404894085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-348.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
308936,0,Cash loans,F,N,N,0,112500.0,295776.0,19894.5,234000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.01885,-10792,-1811,-1190.0,-2209,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.6806349159919665,0.6402169287359792,0.5513812618027899,0.034,0.0,0.9771,0.6872,0.0018,0.0,0.1034,0.0833,0.125,0.0222,0.0252,0.0143,0.0116,0.0044,0.0347,0.0,0.9772,0.6994,0.0018,0.0,0.1034,0.0833,0.125,0.0227,0.0275,0.0149,0.0117,0.0047,0.0344,0.0,0.9771,0.6914,0.0018,0.0,0.1034,0.0833,0.125,0.0226,0.0257,0.0146,0.0116,0.0045,reg oper spec account,block of flats,0.0163,"Stone, brick",No,0.0,0.0,0.0,0.0,-1251.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
241225,0,Cash loans,F,N,Y,0,405000.0,1271929.5,48577.5,1170000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-20725,365243,-8744.0,-3530,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.6714111731933328,0.8128226070575616,0.0742,0.0452,0.9881,0.8368,0.0153,0.08,0.069,0.3333,0.375,,0.0605,0.0845,0.0,0.0,0.0756,0.0469,0.9881,0.8432,0.0154,0.0806,0.069,0.3333,0.375,,0.0661,0.088,0.0,0.0,0.0749,0.0452,0.9881,0.8390000000000001,0.0154,0.08,0.069,0.3333,0.375,,0.0616,0.086,0.0,0.0,reg oper account,block of flats,0.0753,Panel,No,3.0,0.0,3.0,0.0,-1516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
308702,0,Cash loans,F,N,N,0,180000.0,675000.0,32602.5,675000.0,Family,Commercial associate,Secondary / secondary special,Married,With parents,0.028663,-8937,-165,-3567.0,-61,,1,1,0,1,0,0,Medicine staff,2.0,2,2,TUESDAY,12,0,0,0,1,1,0,Medicine,,0.6021734512442734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
299964,0,Cash loans,M,Y,N,0,135000.0,540000.0,25150.5,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-17311,-7254,-1498.0,-857,7.0,1,1,1,1,1,0,Drivers,2.0,2,2,FRIDAY,19,0,0,0,0,0,0,Transport: type 4,,0.5286770457879497,0.6848276586890367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-580.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
432954,0,Cash loans,F,N,Y,0,180000.0,343800.0,12478.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23969,365243,-10104.0,-4736,,1,0,0,1,1,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.7882707879018638,0.6058362647264226,0.2639,0.108,0.9856,0.8028,0.0474,0.16,0.069,0.625,0.6667,0.1065,0.2152,0.226,0.0,0.0,0.2689,0.1121,0.9856,0.8105,0.0478,0.1611,0.069,0.625,0.6667,0.1089,0.2351,0.2355,0.0,0.0,0.2665,0.108,0.9856,0.8054,0.0477,0.16,0.069,0.625,0.6667,0.1084,0.2189,0.2301,0.0,0.0,reg oper account,block of flats,0.178,Panel,No,6.0,0.0,6.0,0.0,-1793.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
357104,0,Cash loans,F,N,Y,0,67500.0,162000.0,7879.5,162000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-13230,-3694,-4779.0,-4263,,1,1,1,1,0,0,Security staff,2.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Other,0.4352565101692265,0.2046808675058982,0.6075573001388961,,,0.9826,,,,,,,,,0.0096,,,,,0.9826,,,,,,,,,0.01,,,,,0.9826,,,,,,,,,0.0098,,,,,0.0133,,No,0.0,0.0,0.0,0.0,-397.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
341101,0,Cash loans,F,Y,Y,0,342000.0,900000.0,46084.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-20858,-6074,-8420.0,-4407,0.0,1,1,1,1,0,0,Medicine staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Hotel,0.8824872808648592,0.5096716153234238,0.5602843280409464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1629.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
421103,0,Cash loans,F,N,N,0,202500.0,1078200.0,30897.0,900000.0,Unaccompanied,Commercial associate,Higher education,Widow,Municipal apartment,0.072508,-20496,-8651,-3665.0,-4055,,1,1,1,1,1,0,Core staff,1.0,1,1,FRIDAY,12,0,0,0,0,0,0,School,0.7254518551095059,0.6769590265589631,0.228883416700673,0.1732,0.042,0.9945,0.9252,0.0,0.24,0.069,0.875,0.0,0.0,0.1412,0.1599,0.0,0.024,0.1765,0.0436,0.9945,0.9281,0.0,0.2417,0.069,0.875,0.0,0.0,0.1543,0.1666,0.0,0.0254,0.1749,0.042,0.9945,0.9262,0.0,0.24,0.069,0.875,0.0,0.0,0.1437,0.1628,0.0,0.0245,reg oper spec account,block of flats,0.131,Panel,No,0.0,0.0,0.0,0.0,-1438.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0
